IPN,MPN,Manufacturer,Description,Symbol,Footprint,Current,Voltage,Datasheet,JPN,JPT
DIO-0001-0100,KT-0603R,Hubei KENTO Elec,LED Red 0603 ,Device:LED,Diode_SMD:D_0603_1608Metric,100mA,5V,https://www.lcsc.com/datasheet/lcsc_datasheet_1810231112_Hubei-KENTO-Elec-KT-0603R_C2286.pdf,C2286,Preferred
